project,product_id,institute,model,experiment,frequency,modeling_realm,mip_table,ensemble_member,version,variable,temporal_subset,format,uri
cmip5,output1,MOHC,HadGEM2-ES,historical,mon,atmos,Amon,r4i1p1,v20110418,tas,193412-195911,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/historical/mon/atmos/Amon/r4i1p1/v20110418/tas/tas_Amon_HadGEM2-ES_historical_r4i1p1_193412-195911.nc
cmip5,output1,MOHC,HadGEM2-ES,historical,mon,atmos,Amon,r4i1p1,v20110418,tas,195912-198411,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/historical/mon/atmos/Amon/r4i1p1/v20110418/tas/tas_Amon_HadGEM2-ES_historical_r4i1p1_195912-198411.nc
cmip5,output1,MOHC,HadGEM2-ES,historical,mon,atmos,Amon,r4i1p1,v20110418,tas,198412-200511,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/historical/mon/atmos/Amon/r4i1p1/v20110418/tas/tas_Amon_HadGEM2-ES_historical_r4i1p1_198412-200511.nc
cmip5,output1,IPSL,IPSL-CM5A-LR,historical,mon,atmos,Amon,r1i1p1,v20110406,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/IPSL/IPSL-CM5A-LR/historical/mon/atmos/Amon/r1i1p1/v20110406/tas/tas_Amon_IPSL-CM5A-LR_historical_r1i1p1_185001-200512.nc
cmip5,output1,IPSL,IPSL-CM5A-LR,historical,mon,atmos,Amon,r2i1p1,v20110406,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/IPSL/IPSL-CM5A-LR/historical/mon/atmos/Amon/r2i1p1/v20110406/tas/tas_Amon_IPSL-CM5A-LR_historical_r2i1p1_185001-200512.nc
cmip5,output1,IPSL,IPSL-CM5A-LR,historical,mon,atmos,Amon,r3i1p1,v20110406,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/IPSL/IPSL-CM5A-LR/historical/mon/atmos/Amon/r3i1p1/v20110406/tas/tas_Amon_IPSL-CM5A-LR_historical_r3i1p1_185001-200512.nc
cmip5,output1,IPSL,IPSL-CM5A-LR,historical,mon,atmos,Amon,r4i1p1,v20130506,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/IPSL/IPSL-CM5A-LR/historical/mon/atmos/Amon/r4i1p1/v20130506/tas/tas_Amon_IPSL-CM5A-LR_historical_r4i1p1_185001-200512.nc
cmip5,output1,IPSL,IPSL-CM5A-LR,historical,mon,atmos,Amon,r5i1p1,v20111119,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/IPSL/IPSL-CM5A-LR/historical/mon/atmos/Amon/r5i1p1/v20111119/tas/tas_Amon_IPSL-CM5A-LR_historical_r5i1p1_185001-200512.nc
cmip5,output1,IPSL,IPSL-CM5A-LR,historical,mon,atmos,Amon,r6i1p1,v20120526,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/IPSL/IPSL-CM5A-LR/historical/mon/atmos/Amon/r6i1p1/v20120526/tas/tas_Amon_IPSL-CM5A-LR_historical_r6i1p1_185001-200512.nc
cmip5,output1,MIROC,MIROC-ESM,historical,mon,atmos,Amon,r1i1p1,v20120710,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MIROC/MIROC-ESM/historical/mon/atmos/Amon/r1i1p1/v20120710/tas/tas_Amon_MIROC-ESM_historical_r1i1p1_185001-200512.nc
cmip5,output1,MIROC,MIROC-ESM,historical,mon,atmos,Amon,r2i1p1,v20120710,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MIROC/MIROC-ESM/historical/mon/atmos/Amon/r2i1p1/v20120710/tas/tas_Amon_MIROC-ESM_historical_r2i1p1_185001-200512.nc
cmip5,output1,MIROC,MIROC-ESM,historical,mon,atmos,Amon,r3i1p1,v20120710,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MIROC/MIROC-ESM/historical/mon/atmos/Amon/r3i1p1/v20120710/tas/tas_Amon_MIROC-ESM_historical_r3i1p1_185001-200512.nc
cmip5,output1,MIROC,MIROC-ESM-CHEM,historical,mon,atmos,Amon,r1i1p1,v20120710,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MIROC/MIROC-ESM-CHEM/historical/mon/atmos/Amon/r1i1p1/v20120710/tas/tas_Amon_MIROC-ESM-CHEM_historical_r1i1p1_185001-200512.nc
cmip5,output1,MRI,MRI-CGCM3,historical,mon,atmos,Amon,r1i1p1,v20120701,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MRI/MRI-CGCM3/historical/mon/atmos/Amon/r1i1p1/v20120701/tas/tas_Amon_MRI-CGCM3_historical_r1i1p1_185001-200512.nc
cmip5,output1,MRI,MRI-CGCM3,historical,mon,atmos,Amon,r2i1p1,v20120701,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MRI/MRI-CGCM3/historical/mon/atmos/Amon/r2i1p1/v20120701/tas/tas_Amon_MRI-CGCM3_historical_r2i1p1_185001-200512.nc
cmip5,output1,MRI,MRI-CGCM3,historical,mon,atmos,Amon,r3i1p1,v20120701,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MRI/MRI-CGCM3/historical/mon/atmos/Amon/r3i1p1/v20120701/tas/tas_Amon_MRI-CGCM3_historical_r3i1p1_185001-200512.nc
cmip5,output1,NCC,NorESM1-M,historical,mon,atmos,Amon,r1i1p1,v20120412,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NCC/NorESM1-M/historical/mon/atmos/Amon/r1i1p1/v20120412/tas/tas_Amon_NorESM1-M_historical_r1i1p1_185001-200512.nc
cmip5,output1,NCC,NorESM1-M,historical,mon,atmos,Amon,r2i1p1,v20120412,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NCC/NorESM1-M/historical/mon/atmos/Amon/r2i1p1/v20120412/tas/tas_Amon_NorESM1-M_historical_r2i1p1_185001-200512.nc
cmip5,output1,NCC,NorESM1-M,historical,mon,atmos,Amon,r3i1p1,v20120412,tas,185001-200512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NCC/NorESM1-M/historical/mon/atmos/Amon/r3i1p1/v20120412/tas/tas_Amon_NorESM1-M_historical_r3i1p1_185001-200512.nc
cmip5,output1,BCC,bcc-csm1-1,historical,mon,atmos,Amon,r1i1p1,v1,tas,185001-201212,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/BCC/bcc-csm1-1/historical/mon/atmos/Amon/r1i1p1/v1/tas/tas_Amon_bcc-csm1-1_historical_r1i1p1_185001-201212.nc
cmip5,output1,BCC,bcc-csm1-1,historical,mon,atmos,Amon,r2i1p1,v1,tas,185001-201212,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/BCC/bcc-csm1-1/historical/mon/atmos/Amon/r2i1p1/v1/tas/tas_Amon_bcc-csm1-1_historical_r2i1p1_185001-201212.nc
cmip5,output1,BCC,bcc-csm1-1,historical,mon,atmos,Amon,r3i1p1,v1,tas,185001-201212,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/BCC/bcc-csm1-1/historical/mon/atmos/Amon/r3i1p1/v1/tas/tas_Amon_bcc-csm1-1_historical_r3i1p1_185001-201212.nc
